uarch,chip type,launch_year,processor number,idPhoronix,idSPEC,idGeekBench,cache,type_cache,bus_speed,bus_type,instruction set extensions,instruction set,max memory size,memory types,# of memory channels,max memory bandwidth,ecc memory supported,processor graphics,graphics base frequency,graphics max dynamic frequency,graphics video max memory,# of d isplays supported,graphics and imc lithography,pci express revision,pci express lanes,lithography,# of cores,# of threads,base frequency,turbo frequency,tdp-up frequency,tdp-up,tdp-down frequency,t dp-down,tdp (W),turbo boost technology,vpro,hyper-threading,(vt-x),(vt-d),tsx-ni,idle states,speedstep,thermal mo nitoring,identity protection,aes new instructions,secure key,trusted execution,execute disable bit,anti-theft,price
ivy bridge,embedded,2014,E5-2430V2,,,,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,6,12,2.5,3,0,0,0,0,80,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,551
haswell,embedded,2015,E5-2438LV3,,,,25,,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,51.2 ,1,0,0,0,0,0,0,3,24,22,10,20,1.8,0,0,0,0,0,70,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1555
sandy bridge,server,2012,E5-2440,,Intel Xeon E5-2440,,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333,3,32,1,0,0,0,0,0,0,3,24,32,6,12,2.4,2.9,0,0,0,0,95,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,834.5
ivy bridge,server,2014,E5-2440V2,,Intel Xeon E5-2440 v2,,20, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,8,16,1.9,2.4,0,0,0,0,95,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,832
sandy bridge,embedded,2012,E5-2448L,,Intel Xeon E5-2448L,,20, SmartCache,64,QPI,1,64-bit,384,DDR3 800/1066/1333/1600,3,0,1,0,0,0,0,0,0,3.0,24,32,8,16,1.8,2.1,0,0,0,0,70,2,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1306
ivy bridge,embedded,2014,E5-2448LV2,,Intel Xeon E5-2448L v2,,25, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,10,20,1.8,2.4,0,0,0,0,70,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1424
sandy bridge,server,2012,E5-2450,,Intel Xeon E5-2450,Intel Xeon E5-2450 0,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,32,8,16,2.1,2.9,0,0,0,0,95,2,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1109.5
sandy bridge,server,2012,E5-2450L,,Intel Xeon E5-2450L,,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,32,8,16,1.8,2.3,0,0,0,0,70,2,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1107
ivy bridge,server,2014,E5-2450LV2,,Intel Xeon E5-2450L v2,,25, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,10,20,1.7,2.1,0,0,0,0,60,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1219
ivy bridge,server,2014,E5-2450V2,,Intel Xeon E5-2450 v2,Intel Xeon E5-2450 v2,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,8,16,2.5,3.3,0,0,0,0,95,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1107
ivy bridge,embedded,2014,E5-2450V2,,,,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,8,16,2.5,3.3,0,0,0,0,95,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1107
sandy bridge,server,2012,E5-2470,,Intel Xeon E5-2470,,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,32,8,16,2.3,3.1,0,0,0,0,95,2,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1442
ivy bridge,server,2014,E5-2470V2,,Intel Xeon E5-2470 v2,Intel Xeon E5-2470 v2,25, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,3,38.4 ,1,0,0,0,0,0,0,3,24,22,10,20,2.4,3.2,0,0,0,0,95,2,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1440
sandy bridge,server,2012,E5-2603,,Intel Xeon E5-2603,,10, SmartCache,51.2,QPI,AVX,64-bit,384,DDR3 800/1066,4,34.1 ,1,0,0,0,0,0,0,3,40,32,4,4,1.8,0,0,0,0,0,80,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,202.5
ivy bridge,server,2013,E5-2603V2,,Intel Xeon E5-2603 v2,,10, SmartCache,51.2,QPI,AVX,64-bit,768,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,22,4,4,1.8,0,0,0,0,0,80,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,202
haswell,server,2014,E5-2603V3,,Intel Xeon E5-2603 v3,,15, SmartCache,51.2,QPI,AVX 2.0,64-bit,768,DDR4 1600,4,51,1,0,0,0,0,0,0,3,40,22,6,6,1.6,0,0,0,0,0,85,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,215
broadwell,server,2016,E5-2603V4,,Intel Xeon E5-2603 v4,,15, SmartCache,51.2,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,14,6,6,1.7,0,0,0,0,0,85,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,213
haswell,embedded,2014,E5-2608LV3,,Intel Xeon E5-2608L v3,,15, SmartCache,51.2,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,6,12,2,0,0,0,0,0,52,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,441
broadwell,embedded,2016,E5-2608LV4,,,,20, SmartCache,51.2,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,14,8,16,1.6,1.7,0,0,0,0,50,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,363
sandy bridge,server,2012,E5-2609,,Intel Xeon E5-2609,,10, SmartCache,51.2,QPI,AVX,64-bit,384,DDR3 800/1066,4,34.1 ,1,0,0,0,0,0,0,3,40,32,4,4,2.4,0,0,0,0,0,80,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,296.5
ivy bridge,server,2013,E5-2609V2,,Intel Xeon E5-2609 v2,,10, SmartCache,51.2,QPI,AVX,64-bit,768,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,22,4,4,2.5,2.5,0,0,0,0,80,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,296.5
ivy bridge,embedded,2013,E5-2609V2,,,,10, SmartCache,51.2,QPI,AVX,64-bit,768,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,22,4,4,2.5,2.5,0,0,0,0,80,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,296.5
haswell,server,2014,E5-2609V3,,Intel Xeon E5-2609 v3,,15, SmartCache,51.2,QPI,AVX 2.0,64-bit,768,DDR4 1600,4,51,1,0,0,0,0,0,0,3,40,22,6,6,1.9,0,0,0,0,0,85,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,306
haswell,embedded,2014,E5-2609V3,,,,15, SmartCache,51.2,QPI,AVX 2.0,64-bit,768,DDR4 1600,4,51,1,0,0,0,0,0,0,3,40,22,6,6,1.9,0,0,0,0,0,85,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,306
broadwell,server,2016,E5-2609V4,,Intel Xeon E5-2609 v4,,20, SmartCache,51.2,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,14,8,8,1.7,0,0,0,0,0,85,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,308
broadwell,embedded,2016,E5-2609V4,,,,20, SmartCache,51.2,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,14,8,8,1.7,0,0,0,0,0,85,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,308
ivy bridge,embedded,2013,E5-2618LV2,,Intel Xeon E5-2618L v2,,15, SmartCache,51.2,QPI,AVX,64-bit,768,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,22,6,12,2,2,0,0,0,0,50,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,632
haswell,embedded,2014,E5-2618LV3,,Intel Xeon E5-2618L v3,,20, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,8,16,2.3,3.4,0,0,0,0,75,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,779
broadwell,embedded,2016,E5-2618LV4,,,,25, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,10,20,2.2,3.2,0,0,0,0,75,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,779
sandy bridge,server,2012,E5-2620,,,,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,32,6,12,2,2.5,0,0,0,0,95,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,396
sandy bridge,embedded,2012,E5-2620,,Intel Xeon E5-2620,,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,32,6,12,2,2.5,0,0,0,0,95,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,396
ivy bridge,server,2013,E5-2620V2,,Intel Xeon E5-2620 v2,Intel Xeon E5-2620 v2,15, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,6,12,2.1,2.6,0,0,0,0,80,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,408
haswell,server,2014,E5-2620V3,,Intel Xeon E5-2620 v3,Intel Xeon E5-2620 v3,15, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,6,12,2.4,3.2,0,0,0,0,85,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,419.5
haswell,embedded,2014,E5-2620V3,,,,15, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,6,12,2.4,3.2,0,0,0,0,85,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,419.5
broadwell,server,2016,E5-2620V4,,Intel Xeon E5-2620 v4,,20, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,8,16,2.1,3,0,0,0,0,85,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,417
broadwell,embedded,2016,E5-2620V4,,,,20, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,8,16,2.1,3,0,0,0,0,85,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,417
haswell,server,2014,E5-2623V3,,Intel Xeon E5-2623 v3,,10, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,4,8,3,3.5,0,0,0,0,105,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,444
broadwell,server,2016,E5-2623V4,,Intel Xeon E5-2623 v4,,10, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,4,8,2.6,3.2,0,0,0,0,85,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,444
ivy bridge,embedded,2013,E5-2628LV2,,Intel Xeon E5-2628L v2,,20, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,8,16,1.9,2.4,0,0,0,0,70,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1216
haswell,embedded,2014,E5-2628LV3,,Intel Xeon E5-2628L v3,,25, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,10,20,2,2.5,0,0,0,0,75,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1364
broadwell,embedded,2016,E5-2628LV4,,,,30, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,12,24,1.9,2.4,0,0,0,0,75,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1364
sandy bridge,server,2012,E5-2630,,Intel Xeon E5-2630,Intel Xeon E5-2630,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,32,6,12,2.3,2.8,0,0,0,0,95,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,614
sandy bridge,server,2012,E5-2630L,,Intel Xeon E5-2630L,,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,32,6,12,2,2.5,0,0,0,0,60,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,662
ivy bridge,server,2013,E5-2630LV2,,Intel Xeon E5-2630L v2,Intel Xeon E5-2630L v2,15, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,6,12,2.4,2.8,0,0,0,0,60,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,612
haswell,server,2014,E5-2630LV3,,Intel Xeon E5-2630L v3,,20, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,8,16,1.8,2.9,0,0,0,0,55,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,612
broadwell,server,2016,E5-2630LV4,,Intel Xeon E5-2630L v4,,25, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,10,20,1.8,2.9,0,0,0,0,55,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,612
ivy bridge,server,2013,E5-2630V2,,Intel Xeon E5-2630 v2,Intel Xeon E5-2630 v2,15, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,6,12,2.6,3.1,0,0,0,0,80,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,614
ivy bridge,embedded,2013,E5-2630V2,,,,15, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,6,12,2.6,3.1,0,0,0,0,80,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,614
haswell,server,2014,E5-2630V3,,Intel Xeon E5-2630 v3,Intel Xeon E5-2630 v3,20, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,8,16,2.4,3.2,0,0,0,0,85,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,669
broadwell,server,2016,E5-2630V4,,Intel Xeon E5-2630 v4,Intel Xeon E5-2630 v4,25, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,10,20,2.2,3.1,0,0,0,0,85,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,667
sandy bridge,server,2012,E5-2637,,Intel Xeon E5-2637,,5, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,32,2,4,3,3.5,0,0,0,0,80,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,885
ivy bridge,server,2013,E5-2637V2,,Intel Xeon E5-2637 v2,,15, SmartCache,64,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,22,4,8,3.5,3.8,0,0,0,0,130,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,996
haswell,server,2014,E5-2637V3,,Intel Xeon E5-2637 v3,Intel Xeon E5-2637 v3,15, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,4,8,3.5,3.7,0,0,0,0,135,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,996
broadwell,server,2016,E5-2637V4,,Intel Xeon E5-2637 v4,,15, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,4,8,3.5,3.7,0,0,0,0,135,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,996
sandy bridge,server,2012,E5-2640,,Intel Xeon E5-2640,Intel Xeon E5-2640,15, SmartCache,57.6,QPI,AVX,64-bit,384,DDR3 800/1066/1333,4,42.6 ,1,0,0,0,0,0,0,3,40,32,6,12,2.5,3,0,0,0,0,95,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,887
ivy bridge,server,2013,E5-2640V2,,Intel Xeon E5-2640 v2,Intel Xeon E5-2640 v2,20, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,8,16,2,2.5,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,887
ivy bridge,embedded,2013,E5-2640V2,,,,20, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,8,16,2,2.5,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,887
haswell,server,2014,E5-2640V3,,Intel Xeon E5-2640 v3,Intel Xeon E5-2640 v3,20, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,8,16,2.6,3.4,0,0,0,0,90,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,941.5
haswell,embedded,2014,E5-2640V3,,,,20, SmartCache,64,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866,4,59,1,0,0,0,0,0,0,3,40,22,8,16,2.6,3.4,0,0,0,0,90,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,941.5
broadwell,server,2016,E5-2640V4,,Intel Xeon E5-2640 v4,,25, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,10,20,2.4,3.4,0,0,0,0,90,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,939
broadwell,embedded,2016,E5-2640V4,,,,25, SmartCache,64,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133,4,68.3 ,1,0,0,0,0,0,0,3,40,14,10,20,2.4,3.4,0,0,0,0,90,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,939
sandy bridge,server,2012,E5-2643,,Intel Xeon E5-2643,,10, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,32,4,8,3.3,3.5,0,0,0,0,130,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,885
ivy bridge,server,2013,E5-2643V2,,Intel Xeon E5-2643 v2,Intel Xeon E5-2643 v2,25, SmartCache,64,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,22,6,12,3.5,3.8,0,0,0,0,130,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1552
haswell,server,2014,E5-2643V3,,Intel Xeon E5-2643 v3,Intel Xeon E5-2643 v3,20, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,6,12,3.4,3.7,0,0,0,0,135,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1552
broadwell,server,2016,E5-2643V4,,Intel Xeon E5-2643 v4,,20, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,6,12,3.4,3.7,0,0,0,0,135,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1552
sandy bridge,embedded,2012,E5-2648L,,Intel Xeon E5-2648L,,20, SmartCache,64,QPI,1,64-bit,384,DDR3 800/1066/1333/1600,4,0,1,0,0,0,0,0,0,3,40,32,8,16,1.8,2.1,0,0,0,0,70,2,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1319
ivy bridge,embedded,2013,E5-2648LV2,,Intel Xeon E5-2648L v2,,25, SmartCache,64,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,22,10,20,1.9,2.5,0,0,0,0,70,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1479
haswell,embedded,2014,E5-2648LV3,,Intel Xeon E5-2648L v3,,30, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,12,24,1.8,2.5,0,0,0,0,75,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1544
broadwell,embedded,2016,E5-2648LV4,,,,35, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,14,28,1.8,2.5,0,0,0,0,75,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1544
sandy bridge,server,2012,E5-2650,,Intel Xeon E5-2650,Intel Xeon E5-2650,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,32,8,16,2,2.8,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1109.5
sandy bridge,server,2012,E5-2650L,,Intel Xeon E5-2650L,,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,32,8,16,1.8,2.3,0,0,0,0,70,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1107
ivy bridge,server,2013,E5-2650LV2,,Intel Xeon E5-2650L v2,,25, SmartCache,57.6,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,22,10,20,1.7,2.1,0,0,0,0,70,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1219
haswell,server,2014,E5-2650LV3,,Intel Xeon E5-2650L v3,,30, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,12,24,1.8,2.5,0,0,0,0,65,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1329
broadwell,server,2016,E5-2650LV4,,Intel Xeon E5-2650L v4,,35, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,14,28,1.7,2.5,0,0,0,0,65,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1329
ivy bridge,server,2013,E5-2650V2,,Intel Xeon E5-2650 v2,Intel Xeon E5-2650 v2,20, SmartCache,64,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,22,8,16,2.6,3.4,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1168.5
haswell,server,2014,E5-2650V3,,Intel Xeon E5-2650 v3,Intel Xeon E5-2650 v3,25, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,10,20,2.3,3,0,0,0,0,105,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1168.5
broadwell,server,2016,E5-2650V4,,Intel Xeon E5-2650 v4,,30, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,12,24,2.2,2.9,0,0,0,0,105,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1903.3
broadwell,embedded,2016,E5-2650V4,,,,30, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,12,24,2.2,2.9,0,0,0,0,105,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1903.3
sandy bridge,embedded,2012,E5-2658,,Intel Xeon E5-2658,,20, SmartCache,64,QPI,1,64-bit,384,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,32,8,16,2.1,2.4,0,0,0,0,95,2,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1479
haswell,embedded,2015,E5-2658AV3,,Intel Xeon E5-2658A v3,,30, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,12,24,2.2,2.9,0,0,0,0,105,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1832
ivy bridge,embedded,2013,E5-2658V2,,Intel Xeon E5-2658 v2,,25, SmartCache,64,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,22,10,20,2.4,3,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1750
haswell,embedded,2014,E5-2658V3,,Intel Xeon E5-2658 v3,,30, SmartCache,76.8,QPI,AVX 2.0,64-bit,768,DDR4 1600/1866/2133,4,68,1,0,0,0,0,0,0,3,40,22,12,24,2.2,2.9,0,0,0,0,105,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1832
broadwell,embedded,2016,E5-2658V4,,,,35, SmartCache,76.8,QPI,AVX 2.0,64-bit,1536,DDR4 1600/1866/2133/2400,4,76.8 ,1,0,0,0,0,0,0,3,40,14,14,28,2.3,2.8,0,0,0,0,105,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1832
sandy bridge,server,2012,E5-2660,,Intel Xeon E5-2660,Intel Xeon E5-2660,20, SmartCache,64,QPI,AVX,64-bit,384,DDR3 800/1066/1333/1600,4,51.2 ,1,0,0,0,0,0,0,3,40,32,8,16,2.2,3,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1331
ivy bridge,server,2013,E5-2660V2,,Intel Xeon E5-2660 v2,Intel Xeon E5-2660 v2,25, SmartCache,64,QPI,AVX,64-bit,768,DDR3 800/1066/1333/1600/1866,4,59.7 ,1,0,0,0,0,0,0,3,40,22,10,20,2.2,3,0,0,0,0,95,2,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1391
