,0,1
915,nvidiagp102,0
916,power8,0
917,power8e,0
918,power94-core,0
919,power944-core,0
920,power98-core,0
921,power980-core,0
922,power9altivecsupported44-core,0
923,power9altivecsupported64-core,0
924,zhaoxinkaixiankx-u6780a,0
